,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
117,普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,web前端研发工程师,3-5年,本科,15k-25k,六险一金 午餐补贴 补充医疗险,科技金融,开发|测试|运维类,"管理规范,技能培训,扁平管理,弹性工作",前端开发,北京
118,武汉数文科技有限公司,数文科技,150-500人,未融资,洪山区,Web前端开发工程师（React方向）,3-5年,本科,7k-12k,双休、法定假期、年终奖、餐补、社保公积金,移动互联网,开发|测试|运维类,"行业龙头,午餐补助,专项奖金,带薪年假",前端开发,武汉
119,武汉市锶兰科技开发有限责任公司,武汉锶兰科技,15-50人,A轮,东湖新技术开发区,高级web前端开发工程师,3-5年,本科,15k-30k,硅谷AI新贵，外企文化，扁平化管理，弹性工作,不限,开发|测试|运维类,,前端开发,武汉
120,广州智友网络科技有限公司,智友网络,15-50人,不需要融资,天河区,web前端工程师,1-3年,本科,7k-14k,氛围轻松，双休，工资高，晋升空间大,软件服务｜咨询,开发|测试|运维类,"绩效奖金,年终分红,弹性工作,扁平管理",移动前端开发,广州
121,漳州市简兮网络科技有限公司,漳州市简兮网络科技有限公司,少于15人,未融资,江岸区,Web前端开发工程师,1-3年,不限,8k-16k,远程办公，全英文项目,"移动互联网,数据服务",开发|测试|运维类,,前端开发,武汉
122,北京云服云商科技有限公司,云服云商,50-150人,天使轮,朝阳区,前端(Web),1-3年,本科,12k-18k,五险一金,"电商,软件开发",开发|测试|运维类,,前端开发,北京
123,上海翔竑信息技术有限公司,上海翔竑信息,少于15人,天使轮,普陀区,web前端高级开发工程师,5-10年,本科,20k-25k,根据公司业绩，年底多薪。弹性工作，氛围好。,"信息安全,软件开发",开发|测试|运维类,,前端开发,上海
124,上海贝海网络科技有限公司,贝海网络,500-2000人,C轮,普陀区,web前端开发工程师,3-5年,本科,15k-30k,外企、15薪、福利待遇好,电商平台,开发|测试|运维类,,前端开发,上海
125,上海磐农信息科技有限公司,磐农农服,50-150人,未融资,徐汇区,web前端开发工程师,3-5年,本科,10k-18k,甲方,"软件服务｜咨询,新零售,科技金融",开发|测试|运维类,,前端开发,上海
126,北京中北信科技发展有限公司,中北信科技,50-150人,不需要融资,朝阳区,web前端开发工程师,3-5年,大专,10k-20k,节日福利，领导nice，加班补助，带薪年假,"企业服务,数据服务",开发|测试|运维类,"年底双薪,带薪年假,绩效奖金,年度旅游",前端开发,北京
127,北京影化科技有限公司上海分公司,聚优福利,150-500人,不需要融资,朝阳区,web前端开发工程师,3-5年,本科,15k-20k,团队实力雄厚,电商,开发|测试|运维类,,前端开发,北京
128,海南安迈云网络技术有限公司,安迈云,500-2000人,不需要融资,朝阳区,web前端开发,1-3年,本科,15k-20k,发展前景,人工智能服务,开发|测试|运维类,,前端开发,北京
129,成都觅核科技有限公司,觅核科技,15-50人,未融资,高新区,校招Web前端开发实习生,在校/应届,大专,4k-6k,晋升渠道多,"IT技术服务｜咨询,软件服务｜咨询",开发|测试|运维类,,前端开发,成都
130,上海绽点信息科技有限公司,绽点互动,15-50人,A轮,静安区,web前端开发工程师,3-5年,本科,12k-17k,不打卡；创意无限；扁平化,企业服务,开发|测试|运维类,"年终分红,股票期权,专项奖金,五险一金",前端开发,上海
131,成都觅核科技有限公司,觅核科技,15-50人,未融资,高新区,Web前端工程师+周末双休+早九晚六,在校/应届,大专,4k-6k,晋升渠道多,"IT技术服务｜咨询,软件服务｜咨询",开发|测试|运维类,,前端开发,成都
132,重庆数驱科技有限公司,数驱科技,少于15人,未融资,南岸区,web前端开发工程师,1-3年,大专,5k-7k,发展前景广阔,软件开发,开发|测试|运维类,,前端开发,重庆
133,武汉巴别塔科技有限公司,BGroup,15-50人,未融资,,web前端开发工程师,1-3年,大专,6k-9k,双休 地铁口 出国游 喵星球,文化传媒,开发|测试|运维类,"带薪年假,绩效奖金,通讯津贴,交通补助",前端开发,武汉
134,深圳市点证科技有限公司,点证,50-150人,未融资,福田区,web前端开发工程师,1-3年,大专,10k-15k,带薪年假，学习资源多，融洽相处的团队氛围；,科技金融,开发|测试|运维类,"定期体检,股票期权,年终分红,年度旅游",前端开发,深圳
135,杭州海康威视数字技术股份有限公司,海康威视,2000人以上,上市公司,滨江区,web前端开发工程师,3-5年,本科,15k-25k,你有能力，我有平台,"物联网,数据服务｜咨询",开发|测试|运维类,"绩效奖金,年终分红,股票期权,五险一金",前端开发,杭州
136,上海万得信息技术股份有限公司,上海万得信息技术股份有限公司,2000人以上,不需要融资,浦东新区,高级web前端开发工程师,5-10年,本科,15k-30k,"行业前景好,大公司,工作氛围好,优秀团队","移动互联网,金融",开发|测试|运维类,"技能培训,带薪年假,绩效奖金,岗位晋升",移动前端开发,上海
137,北京德衍睿通科技有限公司,德衍睿通,15-50人,不需要融资,朝阳区,高级web前端开发工程师,3-5年,本科,20k-25k,自有软件产品、弹性工作时间,企业服务,开发|测试|运维类,,前端开发,北京
138,杭州图尔兹信息技术有限公司,图尔兹,15-50人,天使轮,拱墅区,web前端开发工程师,1-3年,本科,15k-18k,福利待遇优厚,软件服务｜咨询,开发|测试|运维类,"股票期权,绩效奖金,年终分红",前端开发,杭州
139,重庆数驱科技有限公司,数驱科技,少于15人,未融资,,web前端开发工程师,1-3年,大专,5k-7k,发展前景广阔,软件开发,开发|测试|运维类,,前端开发,重庆
140,杭州红茄科技有限公司,红茄科技,15-50人,天使轮,萧山区,web前端工程师,3-5年,本科,14k-25k,可调薪,"电商,软件开发",开发|测试|运维类,"弹性工作,扁平管理,节日礼物,领导好",前端开发,杭州
141,合肥青谷信息科技有限公司,青谷,50-150人,不需要融资,政务文化新区,web前端开发工程师,3-5年,本科,8k-12k,平台好、团队氛围好、前景好、待遇优厚,"企业服务,数据服务",开发|测试|运维类,"年底双薪,午餐补助,带薪年假,定期体检",前端开发,合肥
142,四川蔚徕已徕科技有限公司,蔚徕已徕,15-50人,未融资,武侯区,web前端开发工程师,3-5年,本科,10k-15k,薪资无上限,"移动互联网,其他",开发|测试|运维类,,前端开发,成都
143,北京中新唐印科技发展有限公司,（中国新闻社）中新唐印,50-150人,不需要融资,西城区,初级web前端工程师,1-3年,本科,8k-12k,交通便利、工作环境好,文娱丨内容,开发|测试|运维类,,前端开发,北京
144,西安奥途网络科技有限公司,奥途网络,150-500人,不需要融资,,web前端开发工程师,1-3年,本科,17k-20k,大型企业项目，氛围好,IT技术服务｜咨询,开发|测试|运维类,,前端开发,上海
145,深圳前海百递网络有限公司,金蝶快递100,150-500人,A轮,南山区,Web前端（应届生）,在校/应届,本科,10k-15k,稳定的盈利能力，六险一金，食堂、班车,物流平台,开发|测试|运维类,"年底双薪,专项奖金,定期体检,下午茶",移动前端开发,深圳
146,北京世纪德辰通信技术有限公司成都分公司,世纪德辰,150-500人,不需要融资,高新区,web前端开发工程师,不限,本科,10k-15k,团队优秀 平台稳定 技术革新,其他,开发|测试|运维类,"技能培训,年底双薪,节日礼物,绩效奖金",前端开发,成都
147,易玩（上海）网络科技有限公司,TapTap,50-150人,B轮,闸北区,资深Web前端开发（核心系统部）(J11021),5-10年,本科,25k-50k,福利好/待遇优/发展好,"内容社区,游戏",开发|测试|运维类,"年底双薪,绩效奖金,交通补助,带薪年假",前端开发,上海
148,杭州趣看科技有限公司,趣看,50-150人,不需要融资,西湖区,web前端开发工程师,在校/应届,本科,7k-14k,周末双休 五险一金,企业服务,开发|测试|运维类,"绩效奖金,五险一金,通讯津贴,带薪年假",前端开发,杭州
149,成都中联新邦科技有限公司,中联新邦科技,少于15人,未融资,金牛区,web前端开发工程师、H5前端开发,1-3年,大专,6k-10k,高提成,"移动互联网,企业服务",开发|测试|运维类,,前端开发,成都
150,武汉市胜意科技发展有限公司,武汉胜意科技发展有限公司,150-500人,不需要融资,江夏区,web前端开发工程师,1-3年,本科,8k-10k,双休 五险一金 带薪年假 年度旅游,旅游,开发|测试|运维类,"绩效奖金,年终分红,带薪年假,通讯津贴",前端开发,武汉
151,杭州朝辉电子信息科技有限公司,Aurora,15-50人,未融资,下沙,Web前端开发工程师,在校/应届,本科,3k-5k,"弹性工作,节假日福利,弹性办公","移动互联网,消费生活",开发|测试|运维类,,移动前端开发,杭州
152,上海臻广文化传媒有限公司,臻广传媒,15-50人,未融资,黄浦区,web开发工程师,1-3年,本科,8k-14k,"项目提成,团队融洽,发展大,免费撸猫","营销服务｜咨询,软件服务｜咨询",开发|测试|运维类,"五险一金,弹性工作,带薪年假,专项奖金",前端开发,上海
153,西安奥途网络科技有限公司,奥途网络,150-500人,不需要融资,杨浦区,web前端开发工程师,1-3年,本科,17k-20k,大型企业项目，氛围好,IT技术服务｜咨询,开发|测试|运维类,,前端开发,上海
154,易迅通科技有限公司,易迅通,50-150人,未融资,未央区,高级web前端工程师,5-10年,本科,12k-24k,吸金职位,旅游｜出行,开发|测试|运维类,,前端开发,西安
155,四川晋商支付信息技术股份有限公司,同兴支付,50-150人,不需要融资,高新区,web前端,1-3年,大专,5K-6K,五险一金，周末双休,"移动互联网,消费生活",开发|测试|运维类,,移动前端开发,成都
156,成都阳帆网络科技有限公司,阳帆网络,15-50人,不需要融资,高新区,Web前端开发工程师,1-3年,本科,5k-9k,地铁口 零食不断 发展空间好,"移动互联网,企业服务",开发|测试|运维类,"技能培训,绩效奖金,岗位晋升,扁平管理",前端开发,成都
157,杭州美登科技股份有限公司,美登科技,15-50人,不需要融资,拱墅区,web前端开发工程师,1-3年,本科,10k-20k,团队氛围好，行业发展前景好,"电商,企业服务",开发|测试|运维类,"年度旅游,弹性工作,丰厚年终奖,技术大咖云集",前端开发,杭州
158,北京云杉智达科技有限公司,云杉智达科技,15-50人,不需要融资,朝阳区,web前端开发,1-3年,本科,15k-20k,"五险一金,技术氛围,午餐等福利，带薪休假","IT技术服务｜咨询,营销服务｜咨询",开发|测试|运维类,"绩效奖金,扁平管理,岗位晋升,五险一金",移动前端开发,北京
159,广州赞赏信息科技有限公司,赞赏,150-500人,A轮,天河区,web前端开发工程师（中/高级）,3-5年,本科,9k-16k,双休 五险一金 午餐晚餐 年终奖 薪资福利优,"软件服务｜咨询,营销服务｜咨询,MCN｜直播平台",开发|测试|运维类,"午餐晚餐,双休,14薪,员工持股",前端开发,广州
160,北京天天乐学教育科技有限公司,天天乐学,150-500人,A轮,海淀区,web前端架构师,5-10年,本科,35k-60k,团队leader;技术骨干;十四薪;,在线教育,开发|测试|运维类,"年轻团队,股票期权,带薪年假,绩效奖金",前端开发,北京
161,上海伟梦物联网科技有限公司,伟梦物联网,50-150人,不需要融资,杨浦区,WEB前端工程师,3-5年,本科,12k-20k,五险一金，团队建设,"人工智能服务,物联网",开发|测试|运维类,,前端开发,上海
162,企知道网络技术有限公司,企知道,2000人以上,未融资,南山区,web前端开发工程师,3-5年,本科,15k-30k,大牛云集、五险一金、晋升快速、高额奖金,人工智能服务,开发|测试|运维类,"专项奖金,带薪年假,弹性工作,扁平管理",前端开发,深圳
163,上海趣致网络科技股份有限公司,上海趣致,150-500人,C轮,杨浦区,前端工程师（H5/Web）,1-3年,本科,10k-20k,五险一金 绩效奖金 年终奖金 弹性工作,电商平台,开发|测试|运维类,"带薪年假,通讯津贴,交通补助,绩效奖金",前端开发,上海
164,广州市蜂擎信息科技有限公司,蜂擎科技,50-150人,未融资,白云区,web前端开发工程师,1-3年,大专,7k-12k,地铁口上办公，交通便利、,"电商平台,营销服务｜咨询",开发|测试|运维类,"带薪年假,住房补贴,绩效奖金,节日礼物",前端开发,广州
165,深圳铂睿智恒科技有限公司,Prize,150-500人,未融资,南山区,web前端开发工程师,3-5年,本科,20k-30k,双休、五险一金、不加班,IT技术服务｜咨询,开发|测试|运维类,"节日礼物,绩效奖金,岗位晋升,年度旅游",前端开发,深圳
166,北京鲸航科技有限公司,鲸航科技,50-150人,A轮,海淀区,web前端开发工程师,3-5年,本科,15k-30k,大咖带队，创业团队，氛围活跃,在线教育,开发|测试|运维类,"股票期权,带薪年假,扁平管理,美女多",前端开发,北京
167,杭州觅睿科技股份有限公司,觅睿科技,150-500人,不需要融资,滨江区,web前端工程师,3-5年,本科,10k-18k,五险一金，带薪休假，晋升空间，免费零食,智能硬件,开发|测试|运维类,"绩效奖金,带薪年假,午餐补助,通讯津贴",前端开发,杭州
168,广州经传多赢投资咨询有限公司,经传多赢,2000人以上,不需要融资,番禺区,web前端开发工程师,3-5年,大专,10k-16k,技术栈多元化 超高年终奖 试用期全额,科技金融,开发|测试|运维类,"绩效奖金,年度旅游,扁平管理,技能培训",前端开发,广州
169,北京东方国信科技股份有限公司,东方国信,2000人以上,上市公司,朝阳区,WEB前端高级研发工程师（GY1mzd）(J11922)13,3-5年,本科,10k-20k,13薪、年终奖、带薪年假、定期体检,数据服务｜咨询,开发|测试|运维类,"大数据软件,技能培训,节日礼物,年底双薪",前端开发,北京
170,广州市蜂擎信息科技有限公司,蜂擎科技,50-150人,未融资,白云区,中级web前端开发工程师,不限,大专,9k-13k,地铁口上办公，交通便利,"电商平台,营销服务｜咨询",开发|测试|运维类,"带薪年假,住房补贴,绩效奖金,节日礼物",前端开发,广州
171,上海友康信息科技有限公司,上海友康信息科技有限公司,150-500人,不需要融资,闵行区,web前端,3-5年,本科,12k-16k,加班少 氛围好 朝九晚五 双休 加班算调休,生活服务,开发|测试|运维类,"五险一金,通讯津贴,交通补助,带薪年假",移动前端开发,上海
172,武汉朗蕴科技有限公司,朗蕴科技,50-150人,未融资,武汉经济技术开发区,web前端开发工程师,1-3年,大专,6k-9k,周末双休，团建旅游，周末双休,软件服务｜咨询,开发|测试|运维类,"带薪年假,定期体检,周末双休,五险一金",前端开发,武汉
173,武汉朗蕴科技有限公司,朗蕴科技,50-150人,未融资,洪山区,web前端,3-5年,大专,10k-11k,周末双休，项目前景佳，能力提升快,软件服务｜咨询,开发|测试|运维类,"带薪年假,定期体检,周末双休,五险一金",前端开发,武汉
174,微慕客（成都）科技有限公司,微慕客（成都）科技有限公司,50-150人,不需要融资,双流县,web前端工程师,3-5年,大专,12k-17k,五险一金 周末双休 微软项目,"数据服务｜咨询,人工智能服务,物联网",开发|测试|运维类,,前端开发,成都
175,上海讯加信息科技有限公司,NotionBase,15-50人,不需要融资,徐汇区,web前端开发工程师,1-3年,本科,8k-12k,年轻团队 项目多元化,软件服务｜咨询,开发|测试|运维类,,前端开发,上海
176,深圳市朋沃科技有限公司,朋沃,50-150人,不需要融资,东莞市市辖区,web重构工程师-东莞,不限,大专,4k-8k,管理宽松，成长路线好,"文娱丨内容,游戏",开发|测试|运维类,"年底双薪,技能培训,带薪年假,年度旅游",前端开发,东莞
177,深圳市朋沃科技有限公司,朋沃,50-150人,不需要融资,宝安区,web重构工程师-深圳,不限,大专,5k-10k,管理宽松，环境好有健身房,"文娱丨内容,游戏",开发|测试|运维类,"年底双薪,技能培训,带薪年假,年度旅游",前端开发,深圳
178,深圳小步网络科技有限公司,小步网络,150-500人,B轮,宝安区,WEB前端开发工程师,1-3年,本科,10k-20k,"待遇优厚,大牛多,弹性工作,下午茶",内容资讯,开发|测试|运维类,"股票期权,定期体检,下午茶,年度旅游",前端开发,深圳
179,哈里伯顿（中国）能源服务有限公司,哈里伯顿中国,2000人以上,上市公司,朝阳区,Web前端工程师,3-5年,本科,15k-20k,外企，试用期全额，补充保险，带薪休假，餐补,软件服务｜咨询,开发|测试|运维类,"午餐补助,带薪年假,定期体检,领导好",前端开发,北京
180,北京第三石科技发展有限公司,第三石科技,50-150人,B轮,朝阳区,【5Miles】Web前端开发工程师,3-5年,本科,15k-30k,弹性工作制，不打卡,生活服务,开发|测试|运维类,"股票期权,交通补助,带薪年假,扁平管理",移动前端开发,北京
181,上海绿岸网络科技股份有限公司,上海绿岸,150-500人,上市公司,宝山区,高级web前端开发工程师,3-5年,本科,18k-25k,五险一金，带薪年假，员工旅游，下午茶公司团建,游戏,开发|测试|运维类,"技能培训,节日礼物,年底双薪,带薪年假",前端开发,上海
182,北京明翰建筑设计有限公司,明翰,150-500人,不需要融资,朝阳区,web前端开发工程师,3-5年,本科,15k-25k,公司氛围nice，福利优,电商平台,开发|测试|运维类,,前端开发,北京
183,福州慧美丰科技有限公司,慧美丰科技,150-500人,A轮,高新技术产业开发区,web前端开发工程师,3-5年,本科,13k-25k,上升空间,"移动互联网,数据服务",开发|测试|运维类,"带薪年假,绩效奖金,专项奖金,年度旅游",前端开发,西安
184,上海沃克软件有限公司,沃克软件,50-150人,未融资,金坛区,WEB前端开发工程师,1-3年,大专,6k-10k,包住、五险一金、带薪年假、节日福利,移动互联网,开发|测试|运维类,,前端开发,常州
185,北京缔联科技有限公司,缔联科技,50-150人,B轮,海淀区,Python Web开发工程师,3-5年,本科,15k-25k,跟技术大牛一起遨游，下午茶零食,软件服务｜咨询,开发|测试|运维类,"年底双薪,节日礼物,年度旅游,岗位晋升",后端开发,北京
186,北京灵图软件技术有限公司,灵图软件,50-150人,不需要融资,海淀区,web前端,3-5年,本科,15k-25k,餐补，年度体检,软件服务｜咨询,开发|测试|运维类,"节日礼物,技能培训,带薪年假,绩效奖金",前端开发,北京
187,北京音悦荚科技有限责任公司,音悦荚,50-150人,A轮,昌平区,web前端工程师,1-3年,本科,15k-20k,"弹性工作,带薪年假,五险一金",在线教育,开发|测试|运维类,"年底双薪,绩效奖金,带薪年假,全额五险一金",移动前端开发,北京
188,北京缔联科技有限公司,缔联科技,50-150人,B轮,海淀区,Python开发工程师（web端开发经验）,3-5年,本科,15k-25k,财税领域，公司自有产品，下午茶零食,软件服务｜咨询,开发|测试|运维类,"年底双薪,节日礼物,年度旅游,岗位晋升",后端开发,北京
189,上海雷度网络科技有限公司,雷度,15-50人,A轮,浦东新区,web前端工程师,1-3年,本科,10k-15k,同事好相处,移动互联网,开发|测试|运维类,,前端开发,上海
190,恒拓开源信息科技股份有限公司广州分公司,恒拓开源,500-2000人,A轮,中牟县,高级web前端开发工程师,5-10年,大专,10k-14k,六险一金 年终奖金 节日福利 带薪年假,IT技术服务｜咨询,开发|测试|运维类,"技能培训,节日礼物,年底双薪,带薪年假",前端开发,郑州
191,广州安豆科技有限公司,安豆科技,50-150人,A轮,天河区,web后端开发工程师,3-5年,本科,12k-18k,福利待遇好，工作环境气氛活跃,游戏,开发|测试|运维类,,后端开发,广州
192,广州安豆科技有限公司,安豆科技,50-150人,A轮,天河区,web前端开发工程师,3-5年,本科,12k-18k,互联网行业，青春活力，福利好！,游戏,开发|测试|运维类,,前端开发,广州
193,深圳聿旌科技有限公司,聿旌科技,50-150人,不需要融资,宝安区,高级web前端开发工程师,5-10年,本科,15k-25k,职位晋升，年终奖金，技能培训,"游戏,软件服务｜咨询",开发|测试|运维类,"定期体检,带薪年假,年终奖金,节庆福利",前端开发,深圳
194,深圳聿旌科技有限公司,聿旌科技,50-150人,不需要融资,宝安区,中级web前端开发工程师,3-5年,本科,12k-15k,职位晋升，年终奖金,"游戏,软件服务｜咨询",开发|测试|运维类,"定期体检,带薪年假,年终奖金,节庆福利",前端开发,深圳
195,深圳市必提学院教育科技有限公司,BT学院,150-500人,不需要融资,宝安区,Web前端,1-3年,本科,10k-20k,"教育,行业黑马,创业团队,奖金丰厚",在线教育,开发|测试|运维类,"专项奖金,绩效奖金,氛围好,老板好",移动前端开发,深圳
196,深圳市阿卡索资讯股份有限公司,阿卡索外教网,2000人以上,C轮,罗湖区,web前端开发工程师,1-3年,大专,10k-15k,"五险一金,周末双休,健身俱乐部,带薪年假",在线教育,开发|测试|运维类,"带薪年假,弹性工作,美女多,领导好",前端开发,深圳
197,深圳市阿卡索资讯股份有限公司,阿卡索外教网,2000人以上,C轮,罗湖区,web前端开发工程师,3-5年,大专,12k-15k,"发展空间大,周末双休,五险一金",在线教育,开发|测试|运维类,"带薪年假,弹性工作,美女多,领导好",前端开发,深圳
198,上海雷度网络科技有限公司,雷度,15-50人,A轮,浦东新区,web开发副经理,5-10年,本科,20k-28k,同事好相处,移动互联网,开发|测试|运维类,,前端开发,上海
199,北京逍遥志科技有限公司,逍遥志科技,50-150人,A轮,朝阳区,web前端开发工程师,不限,本科,15k-30k,小而美 新兴赛道 精英团队 扁平管理,区块链,开发|测试|运维类,"定期体检,股票期权,弹性工作,领导好",前端开发,北京
200,上海爱竞信息科技有限公司,爱竞信息,15-50人,未融资,徐汇区,web前端开发工程师,1-3年,本科,12k-24k,团建，旅游，带薪年假，节假日福利，锻炼，年终奖,营销服务｜咨询,开发|测试|运维类,,前端开发,上海
201,北京心更远科技发展有限公司,火花思维,2000人以上,D轮及以上,朝阳区,前端开发工程师-web开发,3-5年,本科,15k-30k,技术大牛,在线教育,开发|测试|运维类,"在线教育,数学思维,带薪年假,定期体检",前端开发,北京
202,上海翌擎智能科技有限公司,翌擎智能,150-500人,A轮,武侯区,web开发工程师,3-5年,本科,8k-12k,上升空间大 13薪 技术大牛 六险一金,"数据服务｜咨询,旅游｜出行",开发|测试|运维类,"年底双薪,股票期权,带薪年假,交通补助",前端开发,成都
203,苏州美能华智能科技有限公司,美能华智能科技,15-50人,A轮,工业园区,web开发工程师,1-3年,本科,8k-16k,微软创业团队，福利好，领导好，发展空间大。,"人工智能服务,软件服务｜咨询",开发|测试|运维类,,前端开发,苏州
204,北银金融科技有限责任公司,北银科技,150-500人,不需要融资,东城区,web前端开发工程师,1-3年,本科,12k-24k,福利优秀,"人工智能服务,IT技术服务｜咨询",开发|测试|运维类,,前端开发,北京
205,深圳复临信息科技有限公司,ONES,150-500人,B轮,南山区,Web前端工程师,3-5年,本科,18k-30k,导师制 周末双休 年度体检 下午茶,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"定期体检,周末双休,年度旅游,岗位晋升",前端开发,深圳
206,亚创（上海）工程技术有限公司,Altran （亚创）,2000人以上,上市公司,长宁区,web前端开发工程师,1-3年,本科,10k-15k,六险一金,专业服务｜咨询,开发|测试|运维类,"年底双薪,专项奖金,带薪年假,绩效奖金",前端开发,上海
207,上海金亥通信设备有限公司,上海金亥,50-150人,不需要融资,浦东新区,web前端,3-5年,大专,9k-15k,年底双薪，五险一金，节日福利,网络通信,开发|测试|运维类,"定期体检,带薪年假,年底双薪,免费班车",前端开发,上海
208,北京慧辰资道资讯股份有限公司,HCR,500-2000人,上市公司,朝阳区,中级web前端开发工程师,3-5年,本科,15k-25k,六险一金 带薪年假 年终奖,数据服务,开发|测试|运维类,,前端开发,北京
209,朗新科技集团股份有限公司,朗新科技,2000人以上,上市公司,朝阳区,web前端研发工程师,5-10年,大专,20k-30k,平台核心职位能够接触核心产品,软件服务｜咨询,开发|测试|运维类,"技能培训,年底双薪,带薪年假,岗位晋升",前端开发,北京
210,上海初瞳信息技术有限公司,易乎社区,50-150人,不需要融资,浦东新区,web前端开发工程师,3-5年,本科,12k-17k,公司项目佳 团队氛围好,生活服务,开发|测试|运维类,,前端开发,上海
211,上海茗日智能科技有限公司,MRS,15-50人,A轮,黄浦区,WEB前端开发工程师SH,1-3年,本科,14k-28k,人工智能、前沿科技、技术大牛、扁平管理,人工智能服务,开发|测试|运维类,"人工智能,影响行业,技能培训,岗位晋升",前端开发,上海
212,上海茗日智能科技有限公司,MRS,15-50人,A轮,朝阳区,WEB前端开发工程师BJ,1-3年,本科,15k-30k,人工智能、前沿科技、技术大牛、交通便利,人工智能服务,开发|测试|运维类,"人工智能,影响行业,技能培训,岗位晋升",前端开发,北京
213,易联众易维科技有限公司,易联众易维,50-150人,不需要融资,西城区,web前端工程师,5-10年,本科,15k-25k,大牛带队,软件服务｜咨询,开发|测试|运维类,带薪年假,前端开发,北京
214,深圳复临信息科技有限公司,ONES,150-500人,B轮,南山区,web前端架构师,5-10年,本科,30k-50k,导师制 周末双休 年度体检 下午茶,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"定期体检,周末双休,年度旅游,岗位晋升",高端技术职位,深圳
215,北京京东世纪贸易有限公司,京东物流,2000人以上,A轮,大兴区,web前端工程师,3-5年,本科,20k-40k,五险一金/绩效奖金/餐补,物流｜运输,开发|测试|运维类,"免费班车,子女教育计划,安居计划,救助基金",前端开发,北京
216,深圳新锐居品科技有限公司,新锐居品科技有限公司,150-500人,不需要融资,宝安区,web前端,不限,本科,10k-19k,前端技术控，提升空间大，海外团队,电商平台,开发|测试|运维类,"技能培训,海外团队,岗位晋升,年度旅游",移动前端开发,深圳
217,广东世纪晓教育科技有限公司,晓教育,2000人以上,不需要融资,天河区,web前端开发工程师,3-5年,本科,15k-25k,技术氛围好，团队氛围平等，专注技术,在线教育,开发|测试|运维类,"五险一金,丰厚薪酬,免息贷款,丰富活动",前端开发,广州
218,上海喵斯拉网络科技有限公司,猫耳FM,150-500人,B轮,杨浦区,web前端开发工程师,3-5年,本科,10k-16k,"二次元,零食饮料,有猫,定期团建",音频｜视频媒体,开发|测试|运维类,"年底双薪,带薪年假",前端开发,上海
219,北京易多客信息技术有限公司,麦客CRM,15-50人,不需要融资,锦江区,web前端开发工程师,不限,本科,13k-26k,弹性工作；交通便利；办公环境好,"软件服务｜咨询,工具类产品",开发|测试|运维类,"弹性工作,学习氛围浓,扁平管理,领导好",前端开发,成都
220,西安鲸鱼互动信息技术有限公司,鲸鱼互动,50-150人,未融资,高新技术产业开发区,高级Web 前端工程师,5-10年,本科,10k-20k,"双休,晋升空间,五险一金,节日福利",营销服务｜咨询,开发|测试|运维类,"年底双薪,绩效奖金,带薪年假,节日礼物",移动前端开发,西安
221,湖南嘿哈猫网络科技有限公司,嘿哈猫健身,50-150人,未融资,岳麓区,web开发工程师,1-3年,本科,7k-12k,周末双休，员工食堂,"体育,物联网",开发|测试|运维类,,前端开发,长沙市
222,成都智元汇信息技术股份有限公司,成都智元汇信息技术股份有限公司,150-500人,不需要融资,高新区,高级web开发工程师,5-10年,大专,15k-20k,五险一金 带薪年假 定期体检 年终奖,人工智能服务,开发|测试|运维类,"节日礼物,带薪年假,五险一金",前端开发,成都
223,西安鲸鱼互动信息技术有限公司,鲸鱼互动,50-150人,未融资,高新技术产业开发区,web前端开发工程师,3-5年,本科,8k-13k,"周末双休,五险一金,晋升空间,带薪年假",营销服务｜咨询,开发|测试|运维类,"年底双薪,绩效奖金,带薪年假,节日礼物",前端开发,西安
224,广州悦信无线科技有限公司,悦信科技,50-150人,未融资,萝岗区,web前端开发工程师,3-5年,大专,10k-15k,周末双休、工作日餐补、每周下午茶、五险一金,"移动互联网,企业服务",开发|测试|运维类,"午餐补助,带薪年假,年度旅游,岗位晋升",前端开发,广州
225,上海多赋信息科技有限公司,多赋信息,50-150人,不需要融资,浦东新区,web前端开发工程师,3-5年,大专,13k-24k,五险一金 奖励金 国企公司,软件服务｜咨询,开发|测试|运维类,"带薪年假,定期体检,年终分红,股票期权",前端开发,上海
226,思特沃克软件技术（成都）有限公司,ThoughtWorks,2000人以上,不需要融资,高新技术产业开发区,web前端开发工程师,1年以下,本科,12k-15k,技术氛围浓厚 全额社保公积金 弹性工作,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"技能培训,节日礼物,带薪年假,全球化视野",前端开发,西安
227,杭州半云科技有限公司,半云科技,150-500人,天使轮,武昌区,Web前端开发工程师,1-3年,本科,6k-12k,五险一金 带薪年假 定期体检 节日福利,人工智能服务,开发|测试|运维类,,前端开发,武汉
228,宁波中茂网络科技有限公司杭州分公司,宁波中茂网络科技有限公司杭州分公司,150-500人,不需要融资,拱墅区,web前端开发工程师,3-5年,大专,13k-25k,稳定的平台,"软件服务｜咨询,营销服务｜咨询",开发|测试|运维类,,前端开发,杭州
