,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
10,成都博彦软件技术有限公司,博彦科技,2000人以上,上市公司,南山区,web前端开发工程师,1-3年,大专,10k-13k,发展前景广,IT技术服务｜咨询,开发|测试|运维类,,前端开发,深圳
11,深圳市菲凡数据科技有限公司,菲凡数据,50-150人,不需要融资,福田区,web前端开发工程师,1-3年,大专,12k-18k,"福利多,核心成员,机会多,晋升快,氛围好，双休","电商,数据服务",开发|测试|运维类,"资金雄厚,不需要融资,年终分红,午餐补助",前端开发,深圳
12,上海帆立信息科技有限公司,上海帆立,150-500人,不需要融资,黄浦区,web前端工程师,1-3年,本科,8k-16k,晋升机会，五险一金，项目奖金，周末双休,"金融,信息安全",开发|测试|运维类,"专项奖金,带薪年假,弹性工作,节日礼物",前端开发,上海
13,上海汉得信息技术股份有限公司,汉得信息,2000人以上,上市公司,青浦区,Web前端开发工程师[React],3-5年,本科,12k-22k,五险一金，项目津贴,"企业服务,数据服务",开发|测试|运维类,"足球场,提供住宿,绩效奖金,岗位晋升",前端开发,上海
14,上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,南山区,web前端开发工程师,1-3年,大专,10k-15k,上下班班车，免费早餐，夜宵券，加班费,IT技术服务｜咨询,开发|测试|运维类,"绩效奖金,带薪年假,定期体检,弹性工作",前端开发,深圳
15,广州市凝新信息科技有限公司,凝新,15-50人,不需要融资,荔湾区,Web前端开发工程师,1-3年,本科,9k-18k,"工作气氛,丰厚奖金,专业培训,快速加薪","其他,企业服务",开发|测试|运维类,"专项奖金,带薪年假,年度旅游,五险一金",前端开发,广州
16,上海纳纳科技有限公司,纳纳科技,50-150人,不需要融资,虹口区,web前端开发工程师,3-5年,本科,16k-20k,业务稳定 平台好 福利多 氛围佳 成长快,"企业服务,数据服务",开发|测试|运维类,"年底双薪,专项奖金,交通补助,定期体检",前端开发,上海
17,杭州丈浔科技有限公司,丈浔科技,50-150人,未融资,滨江区,高级web开发工程师（外派网易）,3-5年,本科,15k-22k,网易包三餐，免费班车，节日福利，五险一金,"移动互联网,数据服务",开发|测试|运维类,"技能培训,专项奖金,带薪年假,绩效奖金",前端开发,杭州
18,梦思特科技（成都）有限公司,梦思特,50-150人,不需要融资,高新区,Web前端开发工程师,3-5年,本科,9k-16k,"弹性时间,带薪夏休,交通便利,定期体检",软件服务｜咨询,开发|测试|运维类,"弹性工作,领导好,扁平管理,五险一金",移动前端开发,成都
19,深圳市盛达瑞智能科技有限公司,深圳市盛达瑞智能科技有限公司,150-500人,不需要融资,南山区,web前端开发工程师,3-5年,本科,12k-20k,平台发展机会大 福利待遇好 周末双休,人工智能服务,开发|测试|运维类,"绩效奖金,带薪年假,五险一金,年终奖金",前端开发,深圳
20,成都远望探测技术有限公司,远望探测,50-150人,天使轮,双流县,web前端开发工程师,3-5年,本科,8k-16k,办公环境好 福利待遇好,"软件服务｜咨询,网络通信",开发|测试|运维类,,前端开发,成都
21,金千枝（深圳）软件技术有限公司,金千枝软件,150-500人,不需要融资,罗湖区,资深WEB前端架构师,5-10年,本科,20k-30k,五险一金、年假,"营销服务｜咨询,软件服务｜咨询,数据服务｜咨询",开发|测试|运维类,,前端开发,深圳
22,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,南山区,高级WEB前端开发工程师,5-10年,本科,29k-55k,高薪、大平台、发展前景好,"游戏,社交媒体,音频｜视频媒体",开发|测试|运维类,"免费班车,成长空间,年度旅游,岗位晋升",前端开发,深圳
23,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,高新技术产业开发区,19332-企点Web前端开发工程师(腾讯云全资子,不限,本科,12k-20k,大厂福利,"游戏,社交媒体,音频｜视频媒体",开发|测试|运维类,"免费班车,成长空间,年度旅游,岗位晋升",前端开发,西安
24,上海我有券电子商务有限公司,我有券,15-50人,A轮,浦东新区,web前端开发工程师,1-3年,大专,12k-18k,挑战与机遇 扁平化管理 老板NICE 氛围棒,电商平台,开发|测试|运维类,"带薪年假,扁平管理,年终分红,交通便利",前端开发,上海
25,赛科工业科技开发（武汉）有限公司,法国赛科,2000人以上,上市公司,黄埔区,web前端开发工程师,3-5年,本科,11k-15k,平台好 福利好,"企业服务,其他",开发|测试|运维类,,前端开发,广州
26,北京鸿盈信息技术有限公司,360,2000人以上,上市公司,朝阳区,web安全leader（攻防方向）,3-5年,本科,30k-45k,团队氛围、发展空间、福利完善,"工具类产品,信息检索,信息安全",开发|测试|运维类,"专项奖金,年底双薪",运维,北京
27,北京光启元数字科技有限公司,光启元 RAYKITE,150-500人,不需要融资,朝阳区,UI设计师（web）,1-3年,本科,8k-13k,五险一金 午餐补贴 团队氛围 成长空间,"数据服务｜咨询,物联网",设计类,"带薪年假,弹性工作,年度旅游,扁平管理",视觉,北京
28,杭州九州方园科技有限公司,九州方园科技,50-150人,不需要融资,萧山区,web前端,1-3年,本科,7k-14k,周末双休，国内外旅游，节日福利,专业服务｜咨询,开发|测试|运维类,"年底双薪,专项奖金,带薪年假,年度旅游",移动前端开发,杭州
29,北京艨艟信息技术有限公司,GamesVessel,50-150人,不需要融资,海淀区,web前端开发工程师,1-3年,本科,15k-25k,一家闷声赚大钱的出海公司,游戏,开发|测试|运维类,"定期体检,绩效奖金,弹性工作,扁平管理",前端开发,北京
30,深圳市掌娱炫动信息技术有限公司,掌娱炫动,50-150人,A轮,南山区,web前端开发工程师,1-3年,本科,8k-15k,花式下午茶 年底双薪 五险一金 福利多多,游戏,开发|测试|运维类,,前端开发,深圳
31,安徽百得思维信息科技有限公司,百得思维,2000人以上,未融资,高新区,web前端开发工程师,1-3年,本科,8k-11k,餐补+交通补+话补+节日福利+双休+班车,人工智能服务,开发|测试|运维类,"带薪年假,绩效奖金,定期体检,午餐补助",前端开发,合肥
32,上海影创信息科技有限公司,影创科技,150-500人,B轮,浦东新区,web前端开发工程师,3-5年,本科,15k-20k,五险一金节日福利年度体检加班补助带薪年假,"人工智能服务,智能硬件",开发|测试|运维类,"专项奖金,交通补助,带薪年假,定期体检",前端开发,上海
33,广州美盈智能科技有限公司,美盈智能,15-50人,未融资,天河区,急聘web前端 年薪12w起,3-5年,本科,10k-20k,年终奖 双休 五险一金 专业平台 大型项目,"IT技术服务｜咨询,软件服务｜咨询",开发|测试|运维类,"年底双薪,定期体检,带薪年假,年度旅游",前端开发,广州
34,紫光云数科技有限公司,紫光云数,2000人以上,不需要融资,海淀区,web前端,1-3年,本科,8k-13k,试用期全薪 五险一金 年度体检,软件服务｜咨询,开发|测试|运维类,"交通补助,定期体检,年底双薪,帅哥多",移动前端开发,北京
35,杭州涂鸦信息技术有限公司,涂鸦智能,2000人以上,C轮,西湖区,前端高级开发工程师 (HyBrid/Web KA业务方向),3-5年,本科,15k-30k,独角兽、弹性工作、免费打车、定期团建,"物联网,智能硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",前端开发,杭州
36,北京字节跳动科技有限公司,字节跳动,2000人以上,D轮及以上,余杭区,高级Web图形引擎工程师,3-5年,本科,20k-40k,"六险一金,股票期权,团队氛围好","内容资讯,短视频",设计类,"扁平管理,弹性工作,就近租房补贴,六险一金",原画|美术|特效,杭州
37,华扬联众数字技术股份有限公司西安分公司,华扬联众全国数据技术中心（HDTC）,2000人以上,不需要融资,高新技术产业开发区,web前端开发工程师,1-3年,本科,6k-12k,"每年调薪,带薪假期,五险一金,年底双薪",营销服务｜咨询,开发|测试|运维类,"年底双薪,节日礼物,技能培训,baby津贴",前端开发,西安
38,深圳市智象科技有限公司,智象科技,15-50人,A轮,南山区,web前端实习,不限,本科,6k-10k,"绩效奖金,五险一金,弹性工作周末双休",IT技术服务｜咨询,开发|测试|运维类,"腾讯大牛,项目奖金,带薪年假,年底双薪",前端开发,深圳
39,山东远桥信息科技有限公司,远桥信息,15-50人,未融资,高新区,web前端开发工程师,1-3年,本科,6k-12k,周末双休五险一金各类补贴,软件开发,开发|测试|运维类,,前端开发,济南
40,成都艾乐橙文化传播有限公司,成都艾乐橙文化传播有限公司,500-2000人,A轮,武侯区,web前端开发工程师,不限,大专,12k-24k,年终福利 、带薪寒暑假期（7-15天）,教育｜培训,开发|测试|运维类,"带薪年假,节日礼物,扁平管理,美女多",前端开发,成都
41,杭州大名软件有限公司,大名软件,50-150人,不需要融资,西湖区,web前端,3-5年,本科,15k-23k,团队规模,软件服务｜咨询,开发|测试|运维类,"技能培训,节日礼物,带薪年假,绩效奖金",前端开发,杭州
42,湖北连邦云创科技有限公司,连邦云创,50-150人,未融资,洪山区,中级web前端开发工程师,3-5年,本科,13k-20k,团队年轻 成长迅速 五险一金 氛围活跃,软件服务｜咨询,开发|测试|运维类,"年底双薪,专项奖金,年终分红,带薪年假",前端开发,武汉
43,新疆维吾尔自治区广播电视研究所,广播电视研究所,150-500人,不需要融资,高新区,web前端开发工程师,1-3年,本科,8k-15k,五险一金 周末双休 地铁周边 扁平化管理,软件服务｜咨询,开发|测试|运维类,,前端开发,成都
44,上海鲁班软件股份有限公司,鲁班软件,150-500人,不需要融资,杨浦区,web前端开发工程师,不限,本科,15k-30k,发展空间无限,"软件开发,其他",开发|测试|运维类,,前端开发,上海
45,上海游盾网络科技有限公司,上海游盾,15-50人,不需要融资,普陀区,web前端开发工程师,1-3年,本科,15k-25k,五险一金 双休 年终奖 餐补 年假 节日福利,"科技金融,软件服务｜咨询",开发|测试|运维类,"午餐补助,扁平管理,交通便利,工作环境好",前端开发,上海
46,惠州市索隐科技有限公司,索隐科技,15-50人,不需要融资,惠城区,小程序/Web前端开发工程师,1-3年,本科,6k-12k,年底分红，年底双薪，社保,工具类产品,开发|测试|运维类,"带薪年假,年度旅游,岗位晋升,定期体检",前端开发,惠州
47,普奥云洲智能科技（上海）有限公司,普奥云洲智能科技（上海）有限公司,50-150人,A轮,宝山区,中高级Web前端开发工程师,5-10年,本科,15k-30k,扁平管理 带薪年假,物联网,开发|测试|运维类,,前端开发,上海
48,深圳前海百递网络有限公司,金蝶快递100,150-500人,A轮,南山区,web前端开发工程师,3-5年,本科,15k-25k,各种节日福利，下午茶，好玩的团队,物流平台,开发|测试|运维类,"年底双薪,专项奖金,定期体检,下午茶",前端开发,深圳
49,深圳隽思信息科技有限公司,深圳隽思信息科技有限公司,2000人以上,上市公司,南山区,web前端高级开发工程师,3-5年,本科,15k-25k,上市集团 五天八小时,电商平台,开发|测试|运维类,"带薪年假,五险一金,绩效奖金,五天八小时",前端开发,深圳
50,寻伙（安徽）科技有限公司,寻伙科技,50-150人,未融资,经济技术开发区,web前端工程师,3-5年,大专,13k-16k,平台大，前景广，百人团队，期待加盟。,"工具类产品,软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,,前端开发,合肥
51,成都延华西部健康医疗信息产业研究院有限公司,延华医疗研究院,150-500人,上市公司,温江区,高级Web前端工程师,5-10年,本科,10k-20k,舒适办公环境，团队氛围融洽,"IT技术服务｜咨询,数据服务｜咨询",开发|测试|运维类,"股票期权,绩效奖金,带薪年假,交通补助",前端开发,成都
52,上海海万信息科技股份有限公司,海万科技,500-2000人,不需要融资,福田区,web前端,3-5年,大专,11k-19k,技术大咖、氛围融洽、领导nice、双休,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,,移动前端开发,深圳
53,深圳市赛为安全技术服务有限公司,深圳赛为安全,50-150人,不需要融资,南山区,web前端工程师,3-5年,本科,12k-18k,期权 股权 双休 年度体检 带薪年假,信息安全,开发|测试|运维类,,前端开发,深圳
54,上海艺联电子商务有限公司,艺联电子商务,150-500人,不需要融资,黄浦区,web前端开发工程师,3-5年,大专,12k-18k,新建团队,"电商,软件开发",开发|测试|运维类,,前端开发,上海
55,成都国龙信息工程有限责任公司,国龙工程,50-150人,未融资,金牛区,web前端,不限,不限,7k-10k,五险一金 弹性工作绩效奖金 周末双休,"软件服务｜咨询,房地产｜建筑｜物业",开发|测试|运维类,,前端开发,成都
56,北京师范大学未来教育高精尖创新中心,未来教育高精尖中心,150-500人,不需要融资,昌平区,Web前端研发工程师,1-3年,本科,12k-16k,"五险一金,加班补助,交通补助,定期体检",教育｜培训,开发|测试|运维类,"交通补助,通讯津贴,午餐补助,定期体检",移动前端开发,北京
57,联合信用征信股份有限公司,联合信用征信,500-2000人,不需要融资,朝阳区,web前端,不限,本科,15k-30k,国企背景 稳定可靠,数据服务｜咨询,开发|测试|运维类,,前端开发,北京
58,深圳明动信息技术有限公司,明动,15-50人,未融资,福田区,WEB前端软件工程师,1-3年,本科,8k-15k,前沿金融业务 广阔发展空间 独当一面的能力,金融,开发|测试|运维类,"技能培训,带薪年假,绩效奖金,岗位晋升",前端开发,深圳
59,杭州同花顺数据开发有限公司,同花顺,2000人以上,上市公司,余杭区,Web前端开发工程师,1-3年,本科,15k-25k,上市公司 前端大牛多,科技金融,开发|测试|运维类,"带薪年假,定期体检,免费班车,领导好",前端开发,杭州
60,深圳市法本信息技术股份有限公司,法本信息,2000人以上,上市公司,南山区,web前端开发工程师,3-5年,本科,14k-20k,朝九晚六 周末双休 五险一金,"人工智能服务,IT技术服务｜咨询",开发|测试|运维类,,前端开发,深圳
61,上海歆瑷网络科技有限公司广州分公司,歆瑷网络,50-150人,A轮,天河区,web前端开发工程师,1-3年,大专,10k-15k,项目奖金 弹性工作 年终双薪 专业培训,游戏,开发|测试|运维类,"年底双薪,绩效奖金,弹性工作,家庭福利",前端开发,广州
62,广州华资软件技术有限公司,华资软件,500-2000人,上市公司,武昌区,Web前端开发工程师（武汉）,1-3年,本科,8k-11k,六险一金，福利好，大平台，大项目,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"培训伴你始终,入户广州,国内外旅游,专业机构体检",前端开发,武汉
63,武汉小安科技有限公司,小安科技,150-500人,A轮,东湖新技术开发区,web前端开发工程师,1-3年,本科,7k-12k,五险一金 年终奖金 每日下午茶,"旅游｜出行,智能硬件",开发|测试|运维类,"股票期权,绩效奖金,扁平管理,领导好",前端开发,武汉
64,天目传媒有限公司,天目传媒,150-500人,未融资,下城区,web前端高级工程师,3-5年,本科,10k-20k,行业标杆 五险一金 绩效奖金 规范管理,"文化传媒,新媒体,内容资讯",开发|测试|运维类,"绩效奖金,领导好,管理规范,五险一金",前端开发,杭州
65,易谷网络科技股份有限公司,易谷网络科技,150-500人,B轮,东城区,web前端开发工程师,3-5年,本科,18k-25k,福利完善 五险一金 每年调薪 年终激励,IT技术服务｜咨询,开发|测试|运维类,"带薪年假,交通补助,定期体检,午餐补助",前端开发,北京
66,玄谷信息技术南京股份有限公司,Topdeep,15-50人,未融资,雨花台区,web前端开发工程师,1-3年,大专,8k-15k,五险一金、交通补贴、节日福利、项目奖金、双休,科技金融,开发|测试|运维类,"节日礼物,年底双薪,专项奖金,股票期权",前端开发,南京
67,杭州趣看科技有限公司,趣看,50-150人,不需要融资,西湖区,web前端开发工程师,1-3年,本科,11k-16k,周末双休 五险一金,企业服务,开发|测试|运维类,"绩效奖金,五险一金,通讯津贴,带薪年假",前端开发,杭州
68,深圳市法本信息技术股份有限公司,法本信息,2000人以上,上市公司,丰台区,web前端开发工程师,3-5年,大专,10k-15k,六险一金、朝九晚六、周末双休、全薪试用期,"人工智能服务,IT技术服务｜咨询",开发|测试|运维类,,前端开发,北京
69,上海心莲信息科技有限公司,大亲家,15-50人,A轮,闵行区,中高级web前端开发工程师,3-5年,本科,17k-34k,花园办公；年轻团队；房租便宜；免费零食,社交平台,开发|测试|运维类,"帅哥多,美女多,弹性工作,扁平管理",前端开发,上海
70,上海心莲信息科技有限公司,大亲家,15-50人,A轮,闵行区,高级web前端开发工程师,5-10年,本科,20k-40k,花园办公；年轻团队；房租便宜；免费零食,社交平台,开发|测试|运维类,"帅哥多,美女多,弹性工作,扁平管理",前端开发,上海
71,北京灵策数字科技有限公司,灵策数字,50-150人,A轮,朝阳区,web前端开发工程师,3-5年,本科,25k-50k,带薪年假，发展空间,"游戏,数据服务",开发|测试|运维类,"绩效奖金,交通补助,带薪年假,午餐补助",前端开发,北京
72,北京云族佳科技有限公司广州分公司,北京云族佳科技,50-150人,B轮,天河区,web前端开发工程师（JD）,3-5年,本科,10k-16k,五险一金、双休、饭补,"软件服务｜咨询,人工智能服务",开发|测试|运维类,,前端开发,广州
73,算话智能科技有限公司,算话智能科技有限公司,50-150人,B轮,青浦区,web前端开发工程师,1-3年,本科,10k-20k,"带薪假,交通补贴,股权期权","数据服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"股票期权,交通补助,绩效奖金,优秀团队",移动前端开发,上海
74,北京融智天管理软件有限公司,融智天软件,50-150人,C轮,大兴区,web前端开发工程师,3-5年,本科,15k-20k,期权激励 良好的职业前景 公费旅游,IT技术服务｜咨询,开发|测试|运维类,"绩效奖金,午餐补助,带薪年假,专项奖金",前端开发,北京
75,上海华钦信息科技股份有限公司,CLPS,500-2000人,上市公司,浦东新区,web前端工程师,5-10年,本科,18k-25k,"待遇高,环境好,有前景",软件服务｜咨询,开发|测试|运维类,"专项奖金,带薪年假,定期体检,交通补助",移动前端开发,上海
76,普奥云洲智能科技（上海）有限公司,普奥云洲智能科技（上海）有限公司,50-150人,A轮,普陀区,web前端开发工程师,3-5年,本科,15k-25k,扁平管理 带薪年假,物联网,开发|测试|运维类,,前端开发,上海
77,北京中新唐印科技发展有限公司,（中国新闻社）中新唐印,50-150人,不需要融资,西城区,高级web前端工程师,1-3年,本科,13k-17k,办公环境好，交通便利,文娱丨内容,开发|测试|运维类,,前端开发,北京
78,北京新数科技有限公司,新数科技,150-500人,A轮,朝阳区,WEB前端开发工程师,1-3年,本科,10k-20k,企业级产品、晋升加薪、上升空间大,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"技能培训,股票期权,带薪年假,岗位晋升",移动前端开发,北京
79,中电金信软件有限公司,中电金信,2000人以上,不需要融资,滨湖新区,web前端开发工程师,3-5年,本科,10k-15k,六险一金，领导nice,"IT技术服务｜咨询,软件服务｜咨询",开发|测试|运维类,"带薪年假,定期体检,节日礼物,五险一金",前端开发,合肥
80,上海冠翊软件科技有限公司,冠翊软件,150-500人,未融资,浦东新区,web前端开发工程师,3-5年,本科,19k-30k,965 技术大牛,"数据服务｜咨询,软件服务｜咨询",开发|测试|运维类,,前端开发,上海
81,成都阿哇龙科技有限公司,阿哇龙,50-150人,不需要融资,高新区,Web技术经理,5-10年,本科,20k-30k,八险一金 年终分红 扁平化管理 氛围超好,游戏,开发|测试|运维类,"带薪年假,年度旅游,弹性工作,扁平管理",后端开发,成都
82,上海海万信息科技股份有限公司,海万科技,500-2000人,不需要融资,福田区,web前端开发工程师,3-5年,大专,11k-20k,大厂 外包 双休 交通便利,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,,前端开发,深圳
83,广州以大计算机科技有限公司,以大科技,150-500人,不需要融资,天河区,WEB前端开发工程师,1-3年,本科,5k-10k,"靠谱团队,扁平管理,周末双休,福利齐全","软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"年底双薪,带薪假期,专项奖金,扁平管理",移动前端开发,广州
84,北京根网科技有限公司,根网科技,500-2000人,不需要融资,海淀区,web前端工程师（2021年应届生）,不限,本科,12k-18k,朝阳行业 大平台 筹备上市 快速成长,"科技金融,人工智能服务",开发|测试|运维类,"技能培训,节日礼物,专项奖金,带薪年假",前端开发,北京
85,北京希瑞亚斯科技有限公司,Moka,150-500人,B轮,海淀区,「急招」WEB前端开发工程师（新业务线）,3-5年,本科,20k-40k,明星产品、晋升空间、大牛团队,软件服务｜咨询,开发|测试|运维类,"节日礼物,股票期权,扁平管理,领导好",前端开发,北京
86,上海中软华腾软件系统有限公司,上海中软华腾软件系统有限公司,2000人以上,上市公司,海淀区,web前端开发工程师,1-3年,本科,14k-16k,大平台,IT技术服务｜咨询,开发|测试|运维类,"绩效奖金,带薪年假,定期体检,管理规范",前端开发,北京
87,易玩（上海）网络科技有限公司,TapTap,50-150人,B轮,闸北区,web开发工程师（TapTap）(J11949),3-5年,本科,20k-40k,福利好/待遇优/发展好,"内容社区,游戏",开发|测试|运维类,"年底双薪,绩效奖金,交通补助,带薪年假",移动前端开发,上海
88,安徽百得思维信息科技有限公司,百得思维,2000人以上,未融资,高新区,web前端,1-3年,本科,8k-11k,五险一金、班车、餐补、双休、话补,人工智能服务,开发|测试|运维类,"带薪年假,绩效奖金,定期体检,午餐补助",移动前端开发,合肥
89,上海众岳信息科技有限公司,上海众岳信息科技有限公司,50-150人,不需要融资,西湖区,web前端开发工程师,1-3年,本科,10k-15k,近地铁 技术新颖 大牛带队,"人工智能服务,物联网",开发|测试|运维类,"年底双薪,带薪年假,股票期权,定期体检",前端开发,杭州
90,上海时溪信息技术有限公司,时溪信息,50-150人,未融资,浦东新区,web前端开发工程师,1-3年,本科,11k-20k,大平台 领导nice,IT技术服务｜咨询,开发|测试|运维类,,前端开发,上海
91,上海喔趣信息科技有限公司,上海喔趣,150-500人,D轮及以上,新吴区,高级web前端开发工程师,5-10年,大专,16k-30k,团队实力强，扁平化管理工作氛围好,移动互联网,开发|测试|运维类,"股票期权,年底奖金,带薪年假,午餐补助",前端开发,无锡
92,康博嘉云（北京）信息科技有限公司,康博嘉云诊所,150-500人,C轮,东湖新技术开发区,web前端开发工程师,1-3年,本科,12k-24k,互联网氛围、下午茶、培训体系、年终奖,软件服务｜咨询,开发|测试|运维类,,前端开发,武汉
93,成都随身学教育科技有限公司,对啊网,500-2000人,B轮,成华区,web前端高级开发工程师,1-3年,大专,10k-20k,七险一金、每年两次调薪机会、带薪年假,在线教育,开发|测试|运维类,"在线教育,对啊网,随身学,绩效奖金",前端开发,成都
94,深圳市智象科技有限公司,智象科技,15-50人,A轮,南山区,前端WEB开发,1-3年,本科,15k-25k,"周末双休,绩效奖金,弹性工作,五险一金",IT技术服务｜咨询,开发|测试|运维类,"腾讯大牛,项目奖金,带薪年假,年底双薪",移动前端开发,深圳
95,深圳市盈河星球喵教育科技有限公司,星球喵,150-500人,B轮,福田区,web前端工程师,3-5年,本科,14k-20k,晋升空间大、薪酬福利丰厚、周末双休、近地铁口,"在线教育,专业服务｜咨询",开发|测试|运维类,"绩效奖金,带薪年假,节日礼物,技能培训",前端开发,深圳
96,生命奇点（北京）科技有限公司,生命奇点,50-150人,A轮,海淀区,Web前端高级开发工程师,5-10年,本科,20k-30k,绩效奖金 弹性工作 晋升空间 六险一金,数据服务｜咨询,开发|测试|运维类,"年底双薪,带薪年假,领导好,通讯津贴",前端开发,北京
97,北京康信知识产权代理有限责任公司,康信知识产权,150-500人,不需要融资,海淀区,web前端开发工程师,3-5年,大专,12k-16k,行业大牛 福利齐全 公司重点项目,专业服务｜咨询,开发|测试|运维类,"定期体检,午餐补助,弹性工作,节日礼物",前端开发,北京
98,神策网络科技（北京）有限公司,神策数据,500-2000人,C轮,海淀区,web 前端技术顾问（北京）,3-5年,不限,12k-18k,七险一金、餐补60元/天、年终奖2个月等,数据服务｜咨询,开发|测试|运维类,"节日礼物,年底双薪,股票期权,带薪年假",前端开发,北京
99,广州大蓝网络科技有限公司,大蓝网络,150-500人,不需要融资,海珠区,web前端开发工程师(MNSP),不限,本科,8k-15k,"下午茶, 六险一金, 团队氛围好",游戏,开发|测试|运维类,"年底双薪,绩效奖金,带薪年假,扁平管理",前端开发,广州
100,北京新数科技有限公司,新数科技,150-500人,A轮,南山区,web前端开发工程师,1-3年,本科,10k-20k,企业级产品、晋升加薪、上升空间大,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"技能培训,股票期权,带薪年假,岗位晋升",前端开发,深圳
101,企知道网络技术有限公司,企知道,2000人以上,未融资,南山区,web UI设计师,3-5年,本科,16k-30k,"集团背景,晋升空间大,股权，绩效奖金",人工智能服务,设计类,"专项奖金,带薪年假,弹性工作,扁平管理",视觉,深圳
102,杭州今元标矩科技有限公司,金柚网,500-2000人,B轮,萧山区,高级web前端开发工程师 （内部岗位）(MJ000050),3-5年,本科,15k-25k,周末双休，内部岗位，不外包,专业服务｜咨询,开发|测试|运维类,"准独角兽,股票期权,五险一金,弹性工作",前端开发,杭州
103,深圳市赛凌科技有限公司,赛凌科技,150-500人,不需要融资,南山区,高级web前端开发工程师,5-10年,本科,20k-35k,扁平化管理 福利多多,"软件服务｜咨询,电商平台",开发|测试|运维类,"五险一金,岗位晋升,带薪年假,节日礼物",前端开发,深圳
104,上海泛微网络科技股份有限公司,泛微,2000人以上,上市公司,闵行区,web前端开发工程师,1-3年,本科,12k-24k,上市公司 互联网 高效研发团队 氛围nice,软件服务｜咨询,开发|测试|运维类,"技能培训,带薪年假,绩效奖金,岗位晋升",前端开发,上海
105,北京嘀嘀无限科技发展有限公司,滴滴,2000人以上,不需要融资,海淀区,web前端开发工程师,5-10年,本科,25k-50k,大平台,旅游｜出行,开发|测试|运维类,"弹性工作,节日礼物,岗位晋升,技能培训",前端开发,北京
106,中通服创立信息科技有限责任公司,创立科技,500-2000人,上市公司,武侯区,web前端开发工程师,1-3年,本科,6k-11k,前端,物联网,开发|测试|运维类,"年底双薪,带薪年假,绩效奖金,美女多",前端开发,成都
107,家有学霸（杭州）科技有限公司,家有学霸,500-2000人,C轮,余杭区,web前端开发工程师,1-3年,本科,12k-20k,员工旅游 透明晋升 期权奖励 每月团建,教育,开发|测试|运维类,"股票期权,带薪年假,午餐补助,每月一次团建",前端开发,杭州
108,江苏亿友慧云软件股份有限公司,亿友慧云,150-500人,不需要融资,姑苏区,web前端开发工程师,3-5年,本科,13k-25k,带薪年假，年终奖金，领导nice,"IT技术服务｜咨询,数据服务｜咨询",开发|测试|运维类,"带薪年假,午餐补助,年度旅游,五险一金",前端开发,苏州
109,深圳道乐科技有限公司,深圳道乐,150-500人,未融资,南山区,web前端开发工程师,不限,本科,10k-20k,"氛围好, 绩效奖金,高端资管行业积累",科技金融,开发|测试|运维类,"年终奖励,成长空间,扁平管理,美女多",前端开发,深圳
110,泰康保险集团股份有限公司,泰康保险集团,2000人以上,不需要融资,昌平区,集团总部web前端开发工程师,不限,本科,20k-40k,具有市场竞争力的薪酬、上升空间巨大,金融业,开发|测试|运维类,"交通补助,午餐补助,带薪年假,定期体检",前端开发,北京
111,深圳市法本信息技术股份有限公司,法本信息,2000人以上,上市公司,顺德区,web前端开发工程师,3-5年,大专,13k-16k,发展前景好 可远程面试,"人工智能服务,IT技术服务｜咨询",开发|测试|运维类,,前端开发,佛山
112,深圳市法本信息技术股份有限公司,法本信息,2000人以上,上市公司,南山区,web前端开发工程师,3-5年,本科,12k-19k,五险一金 周末双休 加班补贴 车补,"人工智能服务,IT技术服务｜咨询",开发|测试|运维类,,前端开发,深圳
113,杭州涂鸦信息技术有限公司,涂鸦智能,2000人以上,C轮,西湖区,web前端开发工程师,1-3年,本科,15k-30k,.,"物联网,智能硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",前端开发,杭州
114,杭州启博科技有限公司,启博软件,150-500人,A轮,余杭区,web前端开发工程师,1-3年,大专,10k-16k,氛围好 福利好 晋升空间大,软件服务｜咨询,开发|测试|运维类,"技能培训,节日礼物,绩效奖金,岗位晋升",前端开发,杭州
115,杭州启博科技有限公司,启博软件,150-500人,A轮,余杭区,高级web前端,3-5年,大专,10k-20k,工作氛围好 领导好,软件服务｜咨询,开发|测试|运维类,"技能培训,节日礼物,绩效奖金,岗位晋升",前端开发,杭州
116,深圳市林祺信息技术有限公司,深圳市林祺信息技术有限公司,15-50人,未融资,广阳区,web前端开发工程师,3-5年,大专,10k-20k,加班少，有职工食堂，有季度奖金，交通位置方便,IT技术服务｜咨询,开发|测试|运维类,,前端开发,廊坊
