,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
174,武汉速诺科技有限公司,速诺科技,15-50人,不需要融资,洪山区,ios开发工程师,1-3年,本科,8k-10k,周末双休，入职就缴纳五险一金，扁平化管理,"游戏,工具类产品",开发|测试|运维类,"美女多,帅哥多,员工旅游,零食小柜",移动前端开发,武汉
175,广东格兰仕集团有限公司,格兰仕,2000人以上,不需要融资,南山区,ios开发工程师,5-10年,本科,20k-40k,大平台、物联网、福利好,制造业,开发|测试|运维类,,移动前端开发,深圳
176,成都网感科技有限公司,成都网感科技,15-50人,不需要融资,郫县,ios开发工程师,3-5年,本科,10k-15k,五险一金、周末双休、零食下午茶、生日会,"物联网,智能硬件",开发|测试|运维类,,移动前端开发,成都
177,广州友迅网络科技有限公司,友迅科技,50-150人,不需要融资,白云区,IOS开发工程师,3-5年,大专,15k-18k,全勤奖 下午茶 包午餐,"社交平台,IT技术服务｜咨询",开发|测试|运维类,,移动前端开发,广州
178,上海倾听信息技术有限公司,蜻蜓FM,150-500人,D轮及以上,浦东新区,iOS开发工程师,3-5年,本科,20k-40k,"扁平管理,技术大牛,五险一金,福利多多",音频｜视频媒体,开发|测试|运维类,"明星直播,男女1:1,带薪年假,扁平管理",移动前端开发,上海
179,深圳前海汇能科技产业有限公司,汇能科技,50-150人,未融资,宝安区,ios开发工程师,3-5年,大专,10k-15k,全勤奖 年终奖金 下午茶 团建活动,IT技术服务｜咨询,开发|测试|运维类,"带薪年假,节日礼物,管理规范,五险一金",移动前端开发,深圳
180,泽怡信息科技（上海）有限公司,泽怡科技,500-2000人,未融资,徐汇区,IOS开发工程师,3-5年,本科,15k-30k,弹性工作制，扁平管理，氛围活跃,数据服务｜咨询,开发|测试|运维类,,移动前端开发,上海
181,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,徐汇区,IOS高级开发工程师,3-5年,本科,25k-50k,福利待遇/年终奖/职业发展,"游戏,社交媒体,音频｜视频媒体",开发|测试|运维类,"免费班车,成长空间,年度旅游,岗位晋升",移动前端开发,上海
182,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,高新区,iOS高级开发工程师,5-10年,本科,20k-40k,入职作为团队核心成员，团队氛围好,"游戏,社交媒体,音频｜视频媒体",开发|测试|运维类,"免费班车,成长空间,年度旅游,岗位晋升",移动前端开发,成都
183,上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,南山区,ios开发工程师,1-3年,大专,12k-15k,免费班车，免费早餐，夜宵卷，加班费,IT技术服务｜咨询,开发|测试|运维类,"绩效奖金,带薪年假,定期体检,弹性工作",移动前端开发,深圳
184,深圳市时代华盛网络科技有限公司,华盛通,150-500人,不需要融资,南山区,ios开发工程师,3-5年,本科,12k-24k,互联网券商、高速发展、福利好、氛围好,"软件服务｜咨询,科技金融",开发|测试|运维类,"带薪年假,股票期权,定期体检,扁平管理",移动前端开发,深圳
185,北京艾飞移动科技有限公司,Alpha Mobile,50-150人,不需要融资,朝阳区,iOS工程师,1-3年,本科,11k-20k,"团队优秀,工作挑战大,发展空间大",IT技术服务｜咨询,开发|测试|运维类,"顶尖团队,极客精神,扁平管理,氛围和谐友爱",移动前端开发,北京
186,北京艾飞移动科技有限公司,Alpha Mobile,50-150人,不需要融资,朝阳区,iOS开发工程师,1-3年,本科,15k-25k,"团队优秀,工作挑战大,发展空间大",IT技术服务｜咨询,开发|测试|运维类,"顶尖团队,极客精神,扁平管理,氛围和谐友爱",移动前端开发,北京
187,互动峰科技（北京）有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,ios开发工程师,3-5年,本科,20k-40k,医疗独角兽 食堂管饱 技术大牛,在线医疗,开发|测试|运维类,"五险一金,带薪年假,专项奖金,免费班车",移动前端开发,北京
188,深圳市懒人在线科技有限公司,懒人听书,150-500人,C轮,南山区,iOS高级开发工程师,3-5年,本科,18k-30k,亿万用户使用的App等着您,音频｜视频媒体,开发|测试|运维类,"五险一金,年度旅游,弹性工作,节日礼物",移动前端开发,深圳
189,深圳市懒人在线科技有限公司,懒人听书,150-500人,C轮,南山区,iOS开发工程师,1-3年,大专,8k-16k,"工作氛围好,成长空间大",音频｜视频媒体,开发|测试|运维类,"五险一金,年度旅游,弹性工作,节日礼物",移动前端开发,深圳
190,金华手速信息科技有限公司北京分公司,金华手速信息科技有限公司北京分公司,150-500人,A轮,朝阳区,ios开发工程师,3-5年,本科,15k-20k,五险一金 周末双休 节日福利,IT技术服务｜咨询,开发|测试|运维类,,移动前端开发,北京
191,满金坝(深圳)科技有限公司,满金坝,50-150人,不需要融资,福田区,ios开发工程师,3-5年,本科,15k-20k,发展前景 周末双休　创业公司,电商平台,开发|测试|运维类,"年终分红,带薪年假,交通补助,午餐补助",移动前端开发,深圳
192,深圳市六度人和科技有限公司,EC,150-500人,C轮,南山区,iOS开发工程师,3-5年,本科,15k-25k,"腾讯系,精英团队,福利优越,培训机会","软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"节日礼物,年底双薪,技能培训,绩效奖金",移动前端开发,深圳
193,北京字节跳动科技有限公司,字节跳动,2000人以上,D轮及以上,闵行区,ios开发工程师,不限,本科,30k-60k,国际化团队，成长空间大，独立闭环业务。,"内容资讯,短视频",开发|测试|运维类,"扁平管理,弹性工作,就近租房补贴,六险一金",移动前端开发,上海
