,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
40,深圳萨摩耶数字科技有限公司,萨摩耶数科,150-500人,C轮,南山区,python开发工程师,1-3年,本科,12k-18k,六险一金,科技金融,开发|测试|运维类,"技能培训,年度旅游,岗位晋升,五险一金",后端开发,深圳
41,新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,Python开发工程师,不限,不限,15k-25k,平时不加班、免费班车，弹性上班，免费健身房,"内容资讯,社交媒体",开发|测试|运维类,"免费班车,岗位晋升,五险一金,定期体检",后端开发,北京
42,北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,Python开发工程师,3-5年,本科,10k-20k,上司公司 大平台 五险一金,"人工智能服务,IT技术服务｜咨询",开发|测试|运维类,"节日礼物,年底双薪,带薪年假,午餐补助",后端开发,北京
43,郑州创恒实业有限公司,郑州创恒实业有限公司,150-500人,未融资,金水区,Python开发工程师,3-5年,本科,6k-10k,"周末双休,年底双薪,全勤奖,外出旅游",IT技术服务｜咨询,开发|测试|运维类,"年底双薪,节日礼物,技能培训,绩效奖金",后端开发,郑州
44,北京智胜新格科技有限公司,北京智胜新格科技有限...,150-500人,不需要融资,海淀区,python开发工程师,1年以下,本科,10k-20k,优秀团队、六险一金、硅谷风格,游戏,开发|测试|运维类,"绩效奖金,定期体检,弹性工作,节日福利",后端开发,北京
45,武汉夜莺科技有限公司,夜莺科技,150-500人,A轮,洪山区,python工程师,1-3年,不限,15k-25k,核心部门 福利好 涨薪快 工作氛围好 双休,企业服务,开发|测试|运维类,"专项奖金,扁平管理,岗位晋升,节日礼物",后端开发,武汉
46,北京多贝兄弟信息技术有限公司,多贝网,50-150人,上市公司,海淀区,python开发工程师,1-3年,本科,15k-25k,六险一金 免费午餐 不打卡 都是年轻人,软件服务｜咨询,开发|测试|运维类,"都是年轻人,不打卡,自助餐管饱,娱乐活动管够",后端开发,北京
47,上海快仓智能科技有限公司,快仓智能仓储,150-500人,C轮,徐汇区,Python开发工程师,不限,本科,8k-15k,行业前景好 发展空间大,智能硬件,开发|测试|运维类,"股票期权,五险一金,弹性工作,午餐补助",后端开发,上海
48,北京升鑫网络科技有限公司,青藤云安全,150-500人,B轮,海淀区,python开发工程师,3-5年,本科,20k-30k,扁平化 项目奖 年终奖,信息安全,开发|测试|运维类,"五险一金,年底双薪,带薪年假,扁平管理",后端开发,北京
49,北京瑞友科技股份有限公司,北京瑞友,2000人以上,上市公司,浦东新区,python开发,3-5年,本科,12k-17k,大型外企 无加班 发展空间大,人工智能服务,开发|测试|运维类,,后端开发,上海
50,深圳市沃信科技有限公司,沃信科技,50-150人,未融资,南山区,python开发工程师,1-3年,本科,10k-15k,双休、下午茶 、 团建出游、氛围nice,"金融,数据服务",开发|测试|运维类,"年底双薪,定期体检,绩效奖金,领导好",后端开发,深圳
51,虎特信息科技（上海）有限公司,虎特信息北京办事处,15-50人,天使轮,高新区,python开发工程师,5-10年,本科,15k-30k,带薪年假、核心项目、五险一金、弹性工时双休,"信息安全,移动互联网",开发|测试|运维类,"带薪年假,不打卡,五险一金,定期体检",后端开发,成都
52,一网互通（北京）科技有限公司,一网互通,50-150人,A轮,朝阳区,Python开发工程师,3-5年,本科,15k-25k,餐补、团队氛围好、大牛亲带、弹性工作,营销服务｜咨询,开发|测试|运维类,"午餐补助,带薪年假,定期体检,弹性工作",后端开发,北京
53,北京红岸水滴科技发展有限公司,厨芯科技,500-2000人,B轮,顺义区,python开发工程师,3-5年,本科,20k-35k,五险一金 晋升空间大 扁平管理 大牛团队,"硬件,电商",开发|测试|运维类,"扁平管理,岗位晋升,股票期权",后端开发,北京
54,北京流体网络科技有限公司,流体网络,50-150人,B轮,朝阳区,python开发工程师,1-3年,本科,15k-30k,试用期全薪 季度奖金 节日福利,移动互联网,开发|测试|运维类,"股票期权,领导好,扁平管理,季度奖金",后端开发,北京
55,北京悠扬互动科技有限公司,悠扬互动,50-150人,天使轮,朝阳区,python开发工程师,1-3年,本科,13k-20k,入职六险一金+技术大牛+境外游+nice氛围,"游戏,内容资讯,工具类产品",开发|测试|运维类,"节日礼物,扁平管理,管理规范,帅哥多",后端开发,北京
56,深圳市优信互联网科技有限公司,优信,少于15人,天使轮,洪山区,python开发工程师,1-3年,本科,8k-12k,五险一金 团队旅游,"企业服务,数据服务",开发|测试|运维类,"节日礼物,年底双薪,股票期权,带薪年假",后端开发,武汉
57,云势天下（北京）软件有限公司,云势软件,150-500人,B轮,甘井子区,python开发工程师,3-5年,本科,8k-12k,"扁平管理,六险一金,带薪年假",信息安全,开发|测试|运维类,"年底双薪,专项奖金,绩效奖金,带薪年假",后端开发,大连
58,云势天下（北京）软件有限公司,云势软件,150-500人,B轮,朝阳区,python开发工程师,3-5年,本科,18k-25k,六险一金；扁平化管理；超长年假+带薪病假,信息安全,开发|测试|运维类,"年底双薪,专项奖金,绩效奖金,带薪年假",后端开发,北京
59,北京欣川科技发展有限公司,欣川科技,15-50人,天使轮,大兴区,python开发工程师,1-3年,本科,9k-14k,平台好，技术新，团队帮，大牛带,"游戏,软件开发",开发|测试|运维类,"扁平管理,技能培训,弹性工作,领导好",后端开发,北京
