,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
234,北京琥珀创想科技有限公司,琥珀创想,50-150人,不需要融资,朝阳区,java开发工程师,1-3年,本科,13k-20k,六险一金；充分授权；扁平管理；数据决策；,工具类产品,开发|测试|运维类,"绩效奖金,提供工作餐,定期团建,交通补助",后端开发,北京
235,广州雳德信息科技有限公司,雳德,50-150人,未融资,天河区,java工程师,3-5年,本科,15k-22k,加班少/重点项目/双休/带薪年假/福利齐全,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"五险一金,弹性工作,年度旅游,岗位晋升",后端开发,广州
236,广州雳德信息科技有限公司,雳德,50-150人,未融资,天河区,java开发工程师,3-5年,大专,10k-14k,绩效奖金/各项补贴/双休/带薪年假/国企单位,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"五险一金,弹性工作,年度旅游,岗位晋升",后端开发,广州
237,北京京东世纪贸易有限公司,京东物流,2000人以上,A轮,大兴区,java开发工程师,3-5年,本科,20k-40k,五险一金/绩效奖金/餐补,物流｜运输,开发|测试|运维类,"免费班车,子女教育计划,安居计划,救助基金",后端开发,北京
238,中科软科技股份有限公司,中科软,2000人以上,上市公司,朝阳区,高级java开发工程师,5-10年,本科,18k-25k,定期体检、加班餐补、部门团建,IT技术服务｜咨询,开发|测试|运维类,,后端开发,北京
239,广东万丈金数信息技术股份有限公司,万丈金数,150-500人,B轮,天河区,Java高级开发工程师,3-5年,本科,15k-25k,五险一金 周末双休 车补餐补 年度体检,数据服务｜咨询,开发|测试|运维类,"节日礼物,带薪年假,餐补,岗位晋升",后端开发,广州
240,上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,闵行区,java开发工程师,3-5年,本科,15k-20k,平台大，上市企业,IT技术服务｜咨询,开发|测试|运维类,"绩效奖金,带薪年假,定期体检,弹性工作",后端开发,上海
241,深信服科技股份有限公司,深信服科技集团,2000人以上,上市公司,南山区,JAVA开发工程师,3-5年,本科,20k-40k,大牛多、福利好、晋升快,"人工智能服务,信息安全",开发|测试|运维类,"三餐全包,大牛超多,年终奖超多,大公司，稳定",后端开发,深圳
242,思特沃克软件技术（成都）有限公司,ThoughtWorks,2000人以上,不需要融资,洪山区,高级Java开发工程师,5-10年,不限,15k-25k,全额社保公积金 年前面试年后入职 双休,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"技能培训,节日礼物,带薪年假,全球化视野",后端开发,武汉
243,深信服科技股份有限公司,深信服科技集团,2000人以上,上市公司,西城区,JAVA开发工程师,3-5年,本科,20k-40k,大牛多、福利好、晋升快,"人工智能服务,信息安全",开发|测试|运维类,"三餐全包,大牛超多,年终奖超多,大公司，稳定",后端开发,北京
244,深圳市法本信息技术股份有限公司,法本信息,2000人以上,上市公司,南山区,java开发工程师,5-10年,大专,16k-32k,加班少，团队大牛多,"人工智能服务,IT技术服务｜咨询",开发|测试|运维类,,后端开发,深圳
245,西安鲸鱼互动信息技术有限公司,鲸鱼互动,50-150人,未融资,高新技术产业开发区,高级java开发工程师,5-10年,本科,11k-22k,"周末双休,五险一金,带薪年假，早九晚六",营销服务｜咨询,开发|测试|运维类,"年底双薪,绩效奖金,带薪年假,节日礼物",后端开发,西安
246,瑞庭网络技术（上海）有限公司,安居客,500-2000人,上市公司,朝阳区,java高级开发工程师,3-5年,本科,20k-30k,五险一金 核心项目 带薪年假 期权激励,居住服务,开发|测试|运维类,"年底双薪,绩效奖金,带薪年假,五险一金",后端开发,北京
247,上海多赋信息科技有限公司,多赋信息,50-150人,不需要融资,浦东新区,java开发工程师,3-5年,大专,12k-20k,五险一金 奖励金,软件服务｜咨询,开发|测试|运维类,"带薪年假,定期体检,年终分红,股票期权",后端开发,上海
248,杉数科技（北京）有限公司,杉数科技,50-150人,B轮,杨浦区,Java开发工程师,3-5年,本科,15k-30k,优质团队 六险一金 周末双休 氛围轻松,"数据服务｜咨询,人工智能服务",开发|测试|运维类,"带薪年假,午餐补助,弹性工作,年度旅游",后端开发,上海
249,上海知渔信息技术有限公司,知渔,15-50人,不需要融资,浦东新区,java高级开发工程师,5-10年,本科,20k-30k,五险一金 弹性时间 通勤便利 晋升空间大,营销服务｜咨询,开发|测试|运维类,"年底双薪,股票期权,年终分红,弹性工作",后端开发,上海
250,上海知渔信息技术有限公司,知渔,15-50人,不需要融资,浦东新区,java高级开发工程师,5-10年,大专,20k-40k,公司发展前景大 扁平化管理 五险一金,营销服务｜咨询,开发|测试|运维类,"年底双薪,股票期权,年终分红,弹性工作",移动前端开发,上海
251,上海华钦信息科技股份有限公司,CLPS,500-2000人,上市公司,浦东新区,java开发工程师,1-3年,本科,10k-14k,六险一金,软件服务｜咨询,开发|测试|运维类,"专项奖金,带薪年假,定期体检,交通补助",后端开发,上海
252,深圳市汇合发展有限公司,汇合,2000人以上,不需要融资,南山区,java开发工程师,1-3年,本科,9k-13k,六险一金 下午茶 周末双休 年终奖等,科技金融,开发|测试|运维类,"绩效奖金,带薪年假,管理规范,五险一金",后端开发,深圳
